total.credit.card.limit,avg.percentage_credit_card_limit_used_last_year,saving.amount,checking.amount,yearly.salary,age,dependent.number,loan.repaid
1700,0.7,1169,1337,0,27,4,No
5900,0.7,1869,5873,19200,52,8,Yes
5100,0.7,5074,4713,46600,28,1,Yes
4200,0.7,913,3008,13500,53,3,Yes
4200,0.7,4370,9002,24300,67,7,Yes
2200,0.7,2237,2575,26500,23,8,No
4500,0.7,5546,5650,26200,63,1,Yes
5000,0.7,1487,201,21000,30,1,Yes
3800,0.7,1688,2779,34500,35,5,No
4400,0.7,1774,1291,20600,19,8,No
3400,0.7,373,1979,21800,33,1,No
7100,0.7,1347,2430,19000,49,8,No
5600,0.7,1661,4543,38800,44,1,Yes
3900,0.7,2636,4526,39100,50,8,Yes
4900,0.7,1715,1,33900,40,8,No
3500,0.7,1377,3398,15100,50,1,No
4300,0.7,1471,3753,32400,31,4,No
5800,0.7,2435,1215,45900,30,1,Yes
4100,0.7,1064,1926,19400,27,4,No
3300,0.7,759,1602,19800,46,8,No
4600,0.7,1788,1618,7700,62,2,No
7900,0.7,2535,3336,54600,45,4,Yes
6400,0.7,4013,4595,50000,38,2,Yes
3100,0.7,4603,2064,28800,37,8,Yes
1300,0.7,3452,3682,23200,30,8,Yes
3500,0.7,2435,3338,32700,26,0,Yes
3300,0.7,822,2852,25400,38,4,No
4600,0.7,1028,4164,20200,24,4,No
2200,0.7,2241,4413,34100,45,8,Yes
6100,0.7,2660,3726,27300,45,3,Yes
1900,0.7,1460,2763,13600,27,8,No
4700,0.7,2652,5740,17800,40,8,Yes
6300,0.7,2113,1121,44700,49,1,Yes
5100,0.7,738,1716,0,43,3,No
1600,0.7,1222,909,42000,28,0,No
4900,0.7,303,3363,16400,31,1,Yes
2800,0.7,2190,2160,32100,52,1,Yes
5000,0.7,1030,6526,35100,53,7,Yes
3100,0.7,1512,6869,13000,60,5,Yes
5200,0.7,1017,3327,32800,39,8,No
7400,0.7,3426,8096,40600,38,1,Yes
3700,0.7,1400,303,28000,33,8,No
5700,0.7,543,4906,36700,60,8,Yes
2400,0.7,1295,2917,36500,24,4,No
4100,0.7,235,3373,46000,34,6,Yes
6600,0.7,895,3647,41600,46,0,No
4000,0.7,718,3930,29300,19,6,Yes
7100,0.7,1956,1564,16300,20,3,No
3500,0.7,724,2309,0,50,0,No
6500,0.7,3862,2648,37200,37,1,Yes
2600,0.7,880,1813,24000,37,3,No
7700,0.7,190,3130,46500,37,7,Yes
2200,0.7,374,2965,24700,45,8,No
3900,0.7,1487,3282,24100,21,7,No
7300,0.7,281,2314,17300,30,4,No
6700,0.7,3882,342,15000,29,5,Yes
2000,0.7,1216,2292,32900,26,1,Yes
7800,0.7,2614,5913,14200,37,1,Yes
6500,0.7,2591,4390,12100,39,1,Yes
6000,0.7,1705,2808,18400,37,5,No
7100,0.7,3103,2671,21700,65,4,Yes
4800,0.7,2316,3966,43300,35,1,Yes
800,0.7,1046,4256,5900,30,4,No
3900,0.7,5608,2443,32900,27,4,Yes
3400,0.7,4384,7232,40000,20,4,Yes
7000,0.7,2649,3448,38800,53,2,Yes
7200,0.7,1854,3580,31100,55,2,Yes
2300,0.7,619,930,28000,34,2,No
3200,0.7,675,1413,14500,46,7,No
3100,0.7,1544,4621,35100,63,6,Yes
8500,0.7,1304,3003,19600,18,5,Yes
4400,0.7,2464,3212,50800,32,3,Yes
3900,0.7,3567,8824,40600,45,0,Yes
4700,0.7,3512,3191,20100,41,2,Yes
3500,0.7,2926,5881,43800,31,8,Yes
8400,0.7,2365,62,54100,49,8,Yes
4000,0.7,641,4350,20200,36,2,No
7300,0.7,1664,4875,36800,47,4,Yes
3100,0.7,1358,7932,22300,59,0,Yes
2300,0.7,813,6125,7100,54,8,Yes
3700,0.7,3129,2363,27500,43,1,Yes
1700,0.7,1917,1456,34500,34,4,No
5900,0.7,3940,3659,73200,40,1,Yes
4700,0.7,655,1392,0,63,8,No
3900,0.7,2183,2045,50600,38,1,Yes
3300,0.7,901,2185,50500,64,1,Yes
4100,0.7,1569,1839,10900,28,2,No
2400,0.7,1876,3178,18900,34,5,Yes
3800,0.7,340,3802,36100,41,7,Yes
5400,0.7,817,2588,20200,49,1,No
5400,0.7,1054,1958,14700,36,4,No
3200,0.7,1082,280,31400,30,1,No
8000,0.7,4402,9778,29300,40,8,Yes
6700,0.7,1559,1448,24400,70,4,Yes
2400,0.7,7245,3671,39500,43,4,Yes
600,0.7,494,1482,0,52,8,No
3500,0.7,2618,4766,25200,63,0,Yes
4100,0.7,2903,1444,42800,33,5,Yes
6200,0.7,1843,1331,30200,46,4,Yes
4900,0.7,3250,2215,53000,59,8,Yes
6100,0.7,1585,6395,48100,34,8,Yes
3600,0.7,1106,3297,33400,61,6,No
5800,0.7,7141,10563,58600,49,3,Yes
8300,0.7,2187,2615,37400,60,5,Yes
3500,0.7,3435,4920,20800,58,8,Yes
6300,0.7,1822,3720,19200,34,4,Yes
3600,0.7,3286,5192,79800,22,8,Yes
5200,0.7,744,2377,43000,45,1,No
7600,0.7,202,1593,27500,50,2,Yes
4300,0.7,3180,3326,33200,46,0,Yes
5300,0.7,1306,3709,30000,40,3,No
5700,0.7,2097,5517,34200,41,8,Yes
2700,0.7,1116,1598,32400,42,8,No
3400,0.7,607,2868,19200,60,8,No
5100,0.7,674,3525,47800,35,1,Yes
5900,0.7,3312,2683,47800,58,7,Yes
5200,0.7,2214,4084,29300,55,4,Yes
5100,0.7,1276,6859,55600,71,4,Yes
1600,0.7,931,3032,12600,26,4,No
3200,0.7,541,1459,0,76,3,No
3100,0.7,2232,2448,19300,50,5,No
4900,0.7,1527,10260,32100,49,2,Yes
5300,0.7,4134,2339,11200,31,3,Yes
8700,0.7,1757,1043,53600,20,8,Yes
3200,0.7,1618,1664,14800,18,1,No
5900,0.7,2667,5583,7500,33,1,Yes
3800,0.7,1600,7274,62100,35,0,Yes
5200,0.7,1595,299,23300,55,5,No
1100,0.7,1277,3352,0,47,1,No
4800,0.7,759,1727,21400,34,2,Yes
2500,0.7,951,2345,18800,33,7,Yes
2400,0.7,2386,3597,23500,47,4,Yes
7800,0.7,4982,2471,12100,37,3,Yes
4600,0.7,1589,2821,28700,43,3,No
4700,0.7,4251,7222,6900,59,1,Yes
6100,0.7,3641,2856,42900,32,0,Yes
5600,0.7,3926,4977,35900,41,7,Yes
3300,0.7,1642,2831,13300,60,5,No
4400,0.7,1115,2285,23100,32,1,No
1500,0.7,1012,3365,33600,49,8,No
7100,0.7,3237,6731,50000,35,8,Yes
2000,0.7,1625,6534,57000,37,3,Yes
4600,0.7,720,248,45200,42,1,Yes
7700,0.7,1945,2486,35900,33,4,No
7000,0.7,2502,6557,26800,52,2,Yes
3900,0.7,4289,3544,8800,33,1,Yes
5100,0.7,4079,7503,29100,26,2,Yes
3300,0.7,1771,2342,15800,30,8,No
5100,0.7,380,3068,32500,31,1,No
3900,0.7,4380,4800,59700,41,1,Yes
6200,0.7,3114,7863,19900,18,8,Yes
7500,0.7,3395,6353,23300,43,4,Yes
4200,0.7,1137,3480,62600,26,3,Yes
3200,0.7,2171,3038,40900,42,2,Yes
5600,0.7,5086,4733,45900,40,4,Yes
4400,0.7,677,7717,36000,40,1,Yes
2700,0.7,1701,3065,34100,44,8,Yes
4000,0.7,1458,2613,0,43,5,No
5400,0.7,1342,2916,25300,35,2,No
5200,0.7,4566,511,56500,56,0,Yes
4800,0.7,2007,3948,40300,41,1,Yes
3600,0.7,1371,2405,52000,23,1,Yes
4800,0.7,2486,1213,30100,27,3,Yes
4500,0.7,4343,6291,47400,54,1,Yes
3500,0.7,712,3516,24600,26,2,No
3700,0.7,1071,7059,14200,23,2,Yes
7400,0.7,4640,2716,29900,51,2,Yes
7700,0.7,132,3343,29700,64,2,Yes
2300,0.7,1535,3125,17800,33,2,No
4300,0.7,2471,2123,19700,19,7,Yes
2600,0.7,334,1663,30400,45,3,No
4100,0.7,530,2201,25300,50,2,Yes
5100,0.7,802,137,43400,63,7,No
3900,0.7,567,2227,45200,66,4,Yes
3000,0.7,761,1272,24900,34,3,No
4600,0.7,2266,316,19900,27,4,Yes
7400,0.7,359,1104,37900,63,1,Yes
4100,0.7,4612,5669,28200,41,8,Yes
4600,0.7,465,4047,33200,49,1,Yes
2200,0.7,1555,2668,28900,60,5,Yes
5300,0.7,1060,2400,32300,48,1,No
1200,0.7,654,8049,35200,57,3,Yes
5200,0.7,2701,2637,35700,24,6,Yes
1700,0.7,717,2586,14600,34,4,No
6400,0.7,2785,6263,36900,23,8,Yes
5200,0.7,1900,2822,53200,57,2,Yes
4800,0.7,1031,1993,44500,25,6,No
800,0.7,1207,2481,38700,50,3,No
4200,0.7,1404,1618,6800,35,1,No
4400,0.7,516,1046,49200,37,3,No
4700,0.7,720,1554,0,39,8,No
4800,0.7,1406,3040,33800,43,8,No
2200,0.7,4084,3868,40900,19,0,Yes
2700,0.7,1911,564,22900,48,1,Yes
6000,0.7,486,2987,30300,44,3,No
3900,0.7,885,2961,34100,26,5,No
9100,0.7,186,3863,49200,38,1,Yes
1200,0.7,948,4085,32100,48,4,No
7500,0.7,1577,3941,43700,32,1,Yes
6200,0.7,1853,3191,66400,29,4,Yes
2900,0.7,114,2170,33100,37,8,No
9800,0.7,241,4254,60200,51,2,Yes
3100,0.7,609,4341,20100,36,8,Yes
4200,0.7,1303,2346,47000,50,5,No
5400,0.7,2504,2618,30700,26,5,Yes
4000,0.7,493,3871,38700,33,1,Yes
4400,0.7,1440,4449,42800,45,2,Yes
3400,0.7,468,1470,36700,41,1,No
3200,0.7,4206,5576,30300,37,4,Yes
5000,0.7,2205,2401,42700,48,2,Yes
6700,0.7,3389,6988,41100,19,1,Yes
2600,0.7,4535,2796,20800,63,1,Yes
8300,0.7,1329,1194,29200,37,1,Yes
3900,0.7,195,7230,48700,68,1,Yes
8000,0.7,2892,5517,35900,73,1,Yes
7800,0.7,1040,7072,51200,30,3,Yes
2500,0.7,688,4645,29500,50,2,Yes
4400,0.7,395,2986,30200,56,3,Yes
5100,0.7,2843,5846,35100,43,1,Yes
4300,0.7,639,4768,53400,53,3,Yes
4800,0.7,5043,2147,50200,66,8,Yes
6000,0.7,124,5226,60000,64,1,Yes
7100,0.7,4438,1623,33100,49,2,Yes
5200,0.7,1098,2027,12900,58,8,No
6400,0.7,638,2486,46500,34,2,Yes
8000,0.7,1823,2234,6400,40,8,Yes
4900,0.7,2313,2887,42500,55,8,Yes
2800,0.7,798,4424,20800,52,4,Yes
5100,0.7,2217,3073,12300,26,1,Yes
3800,0.7,1520,1901,6700,41,1,Yes
5600,0.7,240,2,17200,29,2,No
1900,0.7,1338,1585,19300,37,6,No
5300,0.7,3520,1880,5600,55,4,Yes
8100,0.7,682,1787,14400,48,8,No
3500,0.7,632,2454,37300,34,8,No
5100,0.7,1036,4415,31700,27,8,Yes
8000,0.7,61,6757,30900,26,6,Yes
7700,0.7,7577,3999,27900,34,1,Yes
4800,0.7,1026,1229,8500,48,2,No
2400,0.7,888,2641,16300,32,8,No
7600,0.7,5074,6713,47500,53,8,Yes
3100,0.7,2210,5217,7400,42,1,Yes
1200,0.7,854,1377,38800,31,8,No
7000,0.7,573,1947,25000,51,2,Yes
3500,0.7,1652,1179,13000,37,1,No
5900,0.7,348,1165,17200,65,2,No
3300,0.7,1835,4603,41500,24,1,Yes
11500,0.7,2218,3316,21700,29,4,Yes
4500,0.7,1959,689,47300,51,3,Yes
3800,0.7,875,2970,39700,26,2,No
7200,0.7,1720,2300,11900,48,7,No
5000,0.7,620,6828,5600,43,2,Yes
4100,0.7,4264,4576,62600,40,3,Yes
3800,0.7,1693,2742,8100,29,4,No
2500,0.7,1347,2444,77400,39,8,Yes
5400,0.7,1640,1742,63700,33,1,Yes
2200,0.7,2184,2782,29900,55,8,No
4700,0.7,4007,3403,34500,61,2,Yes
2700,0.7,1815,6615,38800,51,2,Yes
3200,0.7,1851,7236,25500,48,4,Yes
2800,0.7,300,3130,41500,44,5,No
2800,0.7,2238,9057,5300,53,6,Yes
4800,0.7,2874,3883,34700,41,1,Yes
5900,0.7,1531,3862,0,28,2,No
2700,0.7,1361,830,36800,19,3,No
4400,0.7,3145,2846,40700,22,7,Yes
6300,0.7,3271,1463,44100,39,1,Yes
2500,0.7,4860,1565,32700,38,3,Yes
3500,0.7,866,685,18800,37,3,No
4400,0.7,909,3376,33900,38,8,Yes
3700,0.7,1623,1895,21300,26,4,No
2100,0.7,535,1503,8500,48,2,No
6600,0.7,1218,2353,42600,60,8,No
6500,0.7,2628,3085,37500,25,1,Yes
3100,0.7,1081,4121,14200,35,8,No
3000,0.7,3913,4904,4900,42,3,Yes
7500,0.7,1032,3545,36100,38,8,Yes
2000,0.7,680,2873,0,49,2,No
2400,0.7,2347,3610,53000,59,4,Yes
3400,0.7,3207,1868,34000,44,8,Yes
6900,0.7,1098,1994,54100,43,8,Yes
1100,0.7,273,2802,30100,52,2,No
1900,0.7,1421,2982,52700,29,4,Yes
3000,0.7,1398,1876,28000,29,4,No
5300,0.7,2811,6344,29400,48,3,Yes
7900,0.7,144,5181,3600,58,3,Yes
6500,0.69,1911,5876,27900,43,3,Yes
3800,0.69,1806,7309,28200,51,1,Yes
3400,0.69,3214,4752,37700,28,2,Yes
3900,0.69,101,2603,33000,41,8,No
3700,0.69,192,5476,36800,59,1,Yes
6500,0.69,3190,116,14700,36,2,Yes
3300,0.69,2068,918,9500,34,6,No
6500,0.69,1129,1064,26100,31,1,No
4100,0.69,1008,633,25500,39,6,Yes
5100,0.69,294,31,50200,56,4,Yes
5300,0.69,2923,4091,53700,47,4,Yes
4400,0.69,1328,639,21300,31,7,No
5800,0.69,6055,6403,34300,57,1,Yes
4700,0.69,2138,5634,46100,50,8,Yes
4200,0.69,3950,6944,8700,39,8,Yes
2500,0.69,2867,2545,54200,46,3,Yes
2100,0.69,791,2370,0,51,5,No
4200,0.69,790,1687,31000,38,4,No
5400,0.69,2236,1078,35300,31,2,Yes
4600,0.69,1262,2084,10700,43,6,No
6500,0.69,1234,4615,41100,44,1,Yes
4000,0.69,1217,8826,14900,21,6,Yes
4200,0.69,3501,1695,22200,37,1,Yes
3600,0.69,680,3034,36800,42,1,No
2700,0.69,1710,2859,23800,28,8,No
8200,0.69,1213,1352,39800,27,1,Yes
6100,0.69,1219,1204,48000,64,3,Yes
6100,0.69,799,3417,44600,26,4,Yes
3500,0.69,714,1839,19900,31,7,No
7500,0.69,1552,2268,35500,29,3,Yes
1800,0.69,611,4254,35500,52,3,No
3500,0.69,1095,5465,40600,23,5,Yes
8300,0.69,952,5896,45300,46,1,Yes
5000,0.69,4500,3294,28700,57,8,Yes
6500,0.69,4211,2387,63300,35,1,Yes
4200,0.69,636,6519,9200,62,4,Yes
8300,0.69,1449,3556,38300,43,3,Yes
5700,0.69,3239,11141,23800,65,3,Yes
3700,0.69,1438,1634,31700,64,2,Yes
3000,0.69,1071,2890,30600,32,4,Yes
6700,0.69,3410,7825,25800,20,4,Yes
4700,0.69,459,7336,41200,63,8,Yes
4000,0.69,4878,5124,23700,23,8,Yes
3200,0.69,2239,4615,15900,45,0,Yes
3400,0.69,5182,6505,61800,44,6,Yes
5300,0.69,1064,3008,32300,57,1,No
3000,0.69,2632,6023,46500,32,1,Yes
7800,0.69,1107,2214,35200,63,1,No
3800,0.69,1914,4829,30000,20,0,Yes
6000,0.69,1746,3184,0,51,1,No
3000,0.69,486,5378,58500,45,4,Yes
7500,0.69,1484,3780,46800,25,5,Yes
1500,0.69,2306,301,58200,57,2,Yes
5700,0.69,849,1438,16200,25,5,No
4100,0.69,3460,2820,11500,61,8,Yes
4200,0.69,819,2388,0,41,6,No
3500,0.69,2595,3471,39800,53,8,Yes
7500,0.69,3684,3965,33000,43,4,Yes
8600,0.69,1788,1940,14100,37,1,Yes
6100,0.69,2268,6041,22400,54,2,Yes
6400,0.69,2175,4785,24200,32,6,Yes
5100,0.69,1134,1304,0,30,8,No
2800,0.69,1336,2312,40600,56,6,No
3500,0.69,1263,929,14500,44,8,No
4000,0.69,2019,3026,32600,42,1,Yes
3800,0.69,1922,4005,30100,52,0,Yes
6400,0.69,2861,5905,41400,54,1,Yes
3400,0.69,3002,2496,33400,35,2,Yes
4800,0.69,3062,2220,0,31,1,Yes
3600,0.69,1182,2389,45900,65,1,No
4400,0.69,1683,3370,26600,54,5,Yes
5500,0.69,678,3029,21500,71,8,Yes
7300,0.69,1292,5910,39800,38,3,Yes
5600,0.69,230,8649,37700,36,7,Yes
1800,0.69,1361,892,21900,43,8,No
6300,0.69,1248,5891,21700,54,1,Yes
4300,0.69,3139,4499,12000,41,6,Yes
4800,0.69,2343,4987,49200,31,8,Yes
5900,0.69,3174,5583,11100,60,6,Yes
2900,0.69,596,3847,28200,46,4,No
2200,0.69,1146,2174,0,48,3,No
2700,0.69,1231,695,11300,26,3,No
8200,0.69,538,3711,43000,25,1,Yes
500,0.69,1516,906,20100,43,3,No
3900,0.69,855,2310,20900,41,8,Yes
2300,0.69,527,525,29000,20,3,No
4600,0.69,1368,2303,19400,43,2,No
2600,0.69,2336,4770,31100,40,7,Yes
5400,0.69,2139,7263,49600,44,1,Yes
6800,0.69,1177,1833,35700,32,0,Yes
3000,0.69,719,3146,20700,21,1,No
3200,0.69,1125,2941,22600,41,1,No
4100,0.69,1938,811,0,27,4,No
7600,0.69,2525,617,47100,34,2,Yes
3800,0.69,916,1630,27900,20,2,No
2200,0.69,274,2720,33300,24,8,No
5900,0.69,2399,1477,36700,27,2,Yes
3100,0.69,447,2304,21800,68,7,No
4500,0.69,646,7801,41400,43,8,Yes
8300,0.69,807,6456,13200,51,1,Yes
3600,0.69,1465,6939,21000,56,0,Yes
5200,0.69,1452,2391,0,61,5,No
5200,0.69,463,2372,41000,46,6,Yes
1400,0.69,1239,2287,32800,32,1,No
6100,0.69,2980,2417,40500,56,8,Yes
4200,0.69,2997,4839,21300,33,5,Yes
6100,0.69,4996,2790,24600,61,0,Yes
2600,0.69,147,3777,0,44,8,No
5200,0.69,5351,193,32200,20,1,Yes
4700,0.69,1814,2393,27100,26,4,Yes
4400,0.69,1792,554,33200,37,5,No
9400,0.69,1148,6572,10400,51,2,Yes
5700,0.69,1493,4966,68100,52,1,Yes
2100,0.69,220,441,25300,22,8,No
5500,0.69,1216,2458,22300,41,4,No
5000,0.69,1829,4474,0,56,1,Yes
1700,0.69,1865,3637,0,58,2,No
4700,0.69,3385,6161,32800,28,5,Yes
3300,0.69,1255,2566,18400,57,5,No
7400,0.69,1250,2945,25700,48,4,Yes
8000,0.69,4420,2652,56500,48,3,Yes
3300,0.69,1796,1557,24800,30,7,Yes
4200,0.69,1910,2622,33500,49,6,Yes
4300,0.69,4869,6241,36100,63,2,Yes
3900,0.69,2402,5790,18000,38,1,Yes
5100,0.69,1772,7004,63200,64,5,Yes
4200,0.69,89,3038,0,25,3,No
4600,0.69,1015,479,9900,27,3,No
6800,0.69,3713,1232,33700,20,6,Yes
6100,0.69,5217,7891,0,23,8,Yes
6700,0.69,4268,6694,33900,40,3,Yes
3100,0.69,1692,2061,47900,27,3,No
5200,0.69,3828,5810,43200,30,2,Yes
5800,0.69,763,5926,38200,36,1,Yes
5900,0.69,4863,2598,35200,30,8,Yes
3000,0.69,3411,5582,59000,45,8,Yes
4100,0.69,3890,4233,42200,32,1,Yes
2200,0.69,11,5094,25800,29,2,Yes
3700,0.69,4214,2920,45900,54,3,Yes
4900,0.69,5913,7550,50100,55,4,Yes
6400,0.69,2059,6298,36100,57,1,Yes
3200,0.69,1945,640,37800,55,4,Yes
1800,0.69,937,7331,0,22,8,Yes
3000,0.69,804,780,9800,47,1,No
4700,0.69,3326,6362,51500,48,0,Yes
3000,0.69,3080,1948,15800,50,3,Yes
5100,0.69,1691,3260,24200,53,8,No
8300,0.69,205,6396,0,64,1,Yes
3000,0.69,6524,5809,19300,61,2,Yes
3900,0.69,881,1796,25200,50,7,No
2800,0.69,316,3315,29000,49,6,Yes
4400,0.69,1296,7473,26600,38,8,Yes
3000,0.69,1389,1274,45900,37,7,No
2600,0.69,4001,5022,23200,57,2,Yes
500,0.69,284,2462,28600,41,2,No
3100,0.69,1352,1235,20900,43,5,No
6500,0.69,3298,3548,21500,41,6,Yes
4300,0.69,3866,9372,41400,50,8,Yes
2000,0.69,2000,212,44600,34,1,Yes
6200,0.69,4596,2205,13800,36,2,Yes
4900,0.69,4483,2162,16000,37,2,Yes
3200,0.69,2169,5061,10400,45,1,Yes
3800,0.69,1333,2754,0,45,3,No
4900,0.69,4454,2978,10400,42,2,Yes
3400,0.69,558,2673,23100,44,4,No
2800,0.69,6585,4114,29600,24,1,Yes
5000,0.69,3297,2336,24200,44,2,Yes
7200,0.69,3387,2665,35300,58,3,Yes
1300,0.69,1851,1092,37200,23,3,No
6300,0.69,3444,6609,33300,32,2,Yes
5000,0.69,1547,4806,32700,62,3,Yes
8900,0.69,2227,6477,13100,22,1,Yes
3400,0.69,1868,8524,46600,57,2,Yes
1900,0.69,228,1514,46700,50,1,No
5900,0.69,631,2703,0,39,7,No
2700,0.69,2172,4179,40000,46,0,Yes
6500,0.69,3357,6404,43600,33,1,Yes
3200,0.69,691,1617,10600,28,5,No
6300,0.69,739,852,52400,35,2,Yes
3400,0.69,1351,2822,0,60,1,No
5100,0.69,1166,4475,25300,44,5,Yes
4600,0.69,3170,3802,52600,44,1,Yes
8900,0.69,1135,5964,44700,20,2,Yes
3100,0.69,1140,1120,28600,28,8,No
4600,0.69,3419,7923,53300,54,4,Yes
2800,0.69,3550,5330,38100,55,2,Yes
4400,0.69,4295,5538,25600,51,1,Yes
5500,0.69,2351,5842,32800,58,7,Yes
3700,0.69,662,1335,31800,54,0,No
3700,0.69,1503,10733,48400,54,3,Yes
5300,0.69,5356,960,37900,43,5,Yes
4600,0.69,1038,3256,0,73,2,No
5800,0.69,698,603,14900,36,1,No
4400,0.69,674,3445,23700,24,1,No
3800,0.69,1704,1683,17400,62,4,No
3100,0.69,4069,3782,0,37,2,Yes
3900,0.69,1703,3884,19100,22,1,Yes
6700,0.69,2577,3422,43500,48,8,Yes
4900,0.69,370,1916,0,29,6,No
5200,0.69,648,1610,30800,31,4,No
4300,0.69,3216,5572,36800,31,1,Yes
7700,0.69,940,5550,34300,41,8,Yes
2600,0.69,232,1963,28100,60,8,No
7400,0.69,3304,1653,45300,27,8,Yes
6200,0.69,3170,1861,48100,36,2,Yes
3100,0.69,1713,2587,50800,50,2,Yes
5500,0.69,442,4411,16000,21,2,Yes
7800,0.69,384,2812,31500,54,4,No
6000,0.69,714,4789,28400,36,2,Yes
4300,0.69,2316,5410,24000,45,3,Yes
7000,0.69,1220,495,19000,34,1,No
6900,0.69,3093,1607,23400,46,8,Yes
5300,0.69,635,3368,42900,48,0,Yes
2500,0.69,2998,3539,20200,29,2,Yes
5000,0.69,361,4881,44000,49,8,Yes
1700,0.69,3371,1355,30100,44,2,Yes
4700,0.69,1084,3175,17000,55,2,No
4300,0.69,2647,1818,56000,52,6,Yes
3200,0.69,626,2937,0,31,8,No
8300,0.69,2989,4081,37700,31,5,Yes
4000,0.69,2608,1319,54600,49,1,Yes
2600,0.69,890,2786,30100,35,4,Yes
3000,0.69,3105,1722,41500,33,3,Yes
4500,0.69,10,3124,55600,30,2,Yes
5000,0.69,482,2022,25100,30,2,No
3300,0.69,808,1237,15900,64,3,No
2100,0.69,1047,2173,41800,53,8,No
5100,0.69,951,2508,27700,28,4,No
4000,0.69,1273,2585,13000,55,0,Yes
5900,0.69,3963,6149,11100,42,8,Yes
4000,0.69,5284,4639,35300,34,3,Yes
3200,0.69,1585,5076,31100,58,1,Yes
6900,0.69,2580,3483,32700,33,8,Yes
3300,0.69,1083,707,0,33,5,No
2400,0.69,1253,2473,26800,50,2,No
7000,0.69,849,6866,33300,61,4,Yes
6900,0.69,2044,3142,40900,24,8,No
4200,0.69,1466,5338,0,30,8,Yes
3900,0.69,293,1552,23800,48,2,No
4800,0.69,2977,3662,23500,24,2,Yes
3900,0.69,1065,6299,24200,37,4,Yes
6100,0.69,1489,1675,23100,22,2,No
2600,0.69,1242,4124,28200,62,3,No
1900,0.69,5884,1079,28900,65,4,Yes
3200,0.69,685,2428,21300,46,6,No
3300,0.69,2653,1357,42100,24,1,Yes
9100,0.69,1783,3993,41700,32,1,Yes
1700,0.69,125,4071,39700,32,2,Yes
7200,0.69,1935,1257,49300,20,8,Yes
3500,0.69,2865,7476,28400,64,3,Yes
3300,0.69,2409,6554,30000,62,5,Yes
6100,0.69,3106,7794,36800,56,8,Yes
3200,0.69,1063,3263,13300,47,3,No
4000,0.69,2718,6778,28200,47,4,Yes
3500,0.69,3028,7791,37900,39,8,Yes
3000,0.69,73,1092,0,42,1,No
4600,0.69,1876,5033,23200,44,2,Yes
6300,0.69,2755,1488,41000,38,6,Yes
10800,0.69,2014,4233,34000,54,4,Yes
7900,0.69,5625,5002,13100,27,6,Yes
2800,0.69,566,4806,29400,58,1,Yes
4600,0.69,574,2678,32500,55,6,No
8100,0.69,1534,6488,36000,66,1,Yes
800,0.69,274,1993,16300,31,8,No
8200,0.69,4375,949,11700,26,0,Yes
5500,0.69,6783,3541,49000,42,8,Yes
2900,0.69,1209,5759,27200,67,4,Yes
2800,0.69,1717,6027,35100,31,4,Yes
8900,0.69,1389,2842,51800,58,0,Yes
3500,0.69,1488,2829,19900,59,2,No
1600,0.69,1088,2436,20900,41,4,No
9500,0.69,3497,3959,11600,51,1,Yes
6600,0.69,1807,2162,60000,48,8,Yes
3500,0.69,4560,5221,36300,52,4,Yes
4800,0.69,2551,5337,39600,47,3,Yes
7300,0.69,859,6221,16000,21,6,Yes
4600,0.69,2041,3877,50500,31,1,Yes
1100,0.69,1114,3118,0,30,1,No
4800,0.69,3836,2016,34000,31,8,Yes
5700,0.69,731,7754,25500,38,1,Yes
3800,0.69,4881,7595,59200,45,1,Yes
3900,0.69,2630,3043,40400,37,1,Yes
5100,0.69,2549,6665,27100,18,2,Yes
8600,0.69,4038,3050,48200,57,5,Yes
2200,0.69,2691,2322,48100,36,1,Yes
6100,0.69,4436,3513,37200,53,2,Yes
4000,0.69,2713,6156,52400,45,8,Yes
3900,0.69,547,8888,32300,38,1,Yes
4000,0.69,3762,3876,48300,59,3,Yes
4000,0.69,2018,5969,22400,26,8,Yes
5800,0.69,5248,3328,32900,48,7,Yes
5800,0.69,553,3901,37400,53,0,Yes
2600,0.69,1916,3063,21400,54,2,Yes
2400,0.69,657,2482,26300,40,1,Yes
3700,0.69,2310,6338,22900,28,2,Yes
6100,0.69,4217,3088,11700,33,3,Yes
2600,0.69,2174,5377,10500,36,7,Yes
2900,0.69,1423,5536,52600,33,0,Yes
3800,0.69,953,3218,40300,44,8,No
2100,0.69,1718,8116,7300,24,2,Yes
2600,0.69,1244,1424,24000,23,4,No
2000,0.69,950,6307,57700,37,2,Yes
6000,0.69,3416,3104,34700,54,8,Yes
6100,0.69,1496,1728,32900,39,1,No
4500,0.69,566,7268,0,48,7,Yes
2900,0.69,4436,8931,37900,53,5,Yes
2500,0.69,3733,3070,13900,61,2,Yes
7700,0.69,2056,7377,24300,65,8,Yes
3700,0.69,3227,6946,36000,39,1,Yes
3700,0.69,1112,2206,37200,40,6,No
4200,0.69,999,1994,16500,40,7,No
3700,0.69,1945,3023,41200,34,1,Yes
4900,0.69,2453,2351,65800,26,4,Yes
3200,0.69,1686,3256,19300,47,3,No
5000,0.69,5680,1872,48000,35,8,Yes
7100,0.69,218,2118,6700,33,5,No
4700,0.69,3134,4203,61700,25,3,Yes
2400,0.69,1740,1995,19400,48,1,No
3400,0.69,1251,3965,34200,58,3,Yes
2300,0.69,114,2289,44200,40,8,No
6600,0.69,131,5590,16700,46,3,Yes
